,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
368,{'key': '/type/edition'},The Best of Connie Willis: Award-Winning Stories,[{'key': '/authors/OL20934A'}],"Jul 09, 2013","['amazon:B00B0LP3WI', 'bwb:9780345540652']",498.0,['Del Rey'],['0345540654'],['9780345540652'],,The Best of Connie Willis: Award-Winning Stories,[8738480],[{'key': '/works/OL19914372W'}],/books/OL27098968M,,,2,2,"{'type': '/type/datetime', 'value': '2019-07-10T04:06:14.552036'}","{'type': '/type/datetime', 'value': '2022-06-18T11:25:10.334041'}",9780345540652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,{'key': '/type/edition'},The Best of Connie Willis: Award-Winning Stories,[{'key': '/authors/OL20934A'}],"Apr 22, 2014","['amazon:0345540662', 'bwb:9780345540669']",496.0,['Del Rey'],['0345540662'],['9780345540669'],,,[8600647],[{'key': '/works/OL19800049W'}],/books/OL27011533M,[''],,3,3,"{'type': '/type/datetime', 'value': '2019-06-23T20:48:20.708065'}","{'type': '/type/datetime', 'value': '2020-10-13T17:40:48.270669'}",9780345540669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,{'key': '/type/edition'},Crosstalk,[{'key': '/authors/OL20934A'}],2016,"['promise:bwb_daily_pallets_2021-01-28:O7-CPB-870', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run05.mrc:364306018:5046', 'ia:crosstalk0000will_o6m7', 'amazon:0345540670', 'promise:bwb_daily_pallets_2020-04-02:622-BAA-380']",498.0,['Del Rey'],['0345540670'],['9780345540676'],,Crosstalk,[13087708],[{'key': '/works/OL20038405W'}],/books/OL27218442M,['PS3573.I45652 C76 2016'],"['urn:bwbsku:O7-CPB-870', 'urn:sfpl:31223119570803', 'urn:sfpl:31223119570852', 'urn:sfpl:31223119570860', 'urn:sfpl:31223119570829', 'urn:sfpl:31223119570845', 'urn:sfpl:31223119570811', 'urn:sfpl:31223119570837', 'urn:bwbsku:622-BAA-380']",9,9,"{'type': '/type/datetime', 'value': '2019-07-19T16:59:40.815818'}","{'type': '/type/datetime', 'value': '2023-02-28T18:44:09.234288'}",9780345540676,{'amazon': ['B00WPQ98JG']},,"{'type': '/type/text', 'value': 'Science fiction icon Connie Willis brilliantly mixes a speculative plot, the wit of Nora Ephron, and the comedic flair of P. G. Wodehouse in Crosstalk-- a genre-bending novel that pushes social media, Smartphone technology, and twenty-four-hour availability to hilarious and chilling extremes as one young woman abruptly finds herself with way more connectivity than she ever desired. In the not-too-distant future, a simple outpatient procedure to increase empathy between romantic partners has become all the rage. And Briddey Flannigan is delighted when her boyfriend, Trent, suggests undergoing the operation prior to a marriage proposal-- to enjoy better emotional connection and a perfect relationship with complete communication and understanding. But things don\'t quite work out as planned, and Briddey finds herself connected to someone else entirely-- in a way far beyond what she signed up for. It is almost more than she can handle-- especially when the stress of managing her all-too-eager-to-communicate-at-all-times family is already burdening her brain. But that\'s only the beginning. As things go from bad to worse, she begins to see the dark side of too much information, and to realize love-- and communication-- are far more complicated than she ever imagined.\n\n""One of science fiction\'s premiere humorists turns her eagle eye to the crushing societal implications of telepathy. In a not-too-distant future, a simple outpatient procedure that has been promised to increase empathy between romantic partners has become all the rage. So when Briddey Flannigan\'s fiancé proposes that he and Briddey undergo the procedure, she is delighted! Only...the results aren\'t quite as expected. Instead of gaining an increased empathetic link with her fiancé Briddey finds herself hearing the actual thoughts of one of the nerdiest techs in her office. And that\'s the least of her problems""--'}",,,"['Communication', 'Interpersonal relations', 'Fiction', 'Right of Privacy', 'Telepathy']",[{'key': '/languages/eng'}],498 pages,['823/.92'],First U.S. edition.,['2016022953'],nyu,Connie Willis,['908175844'],,"{'type': '/type/text', 'value': '""Originally published in the United Kingdom [in 2016] by Gollancz, an imprint of The Orion Publishing Group, London""--Title-page verso.'}",crosstalk0000will_o6m7,,,,,,,,,,,,,,,,,,['Cross talk'],,,,,,,
371,{'key': '/type/edition'},Crosstalk,[{'key': '/authors/OL10460278A'}],2016,['bwb:9780345540683'],,['Random House Publishing Group'],,['9780345540683'],,Crosstalk A Novel,,[{'key': '/works/OL28040894W'}],/books/OL38371546M,,,1,1,"{'type': '/type/datetime', 'value': '2022-06-18T14:56:45.914090'}","{'type': '/type/datetime', 'value': '2022-06-18T14:56:45.914090'}",9780345540683,,,,,,"['Fiction, science fiction, general']",[{'key': '/languages/eng'}],512,,,,,,,A Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,{'key': '/type/edition'},Crosstalk,[{'key': '/authors/OL20934A'}],"Aug 01, 2017","['amazon:0345540697', 'bwb:9780345540690']",512.0,['Del Rey'],['0345540697'],['9780345540690'],paperback,Crosstalk A Novel,[8868133],[{'key': '/works/OL20038405W'}],/books/OL27406069M,,,2,2,"{'type': '/type/datetime', 'value': '2019-10-10T11:02:07.506519'}","{'type': '/type/datetime', 'value': '2022-12-17T20:48:48.157331'}",9780345540690,{'amazon': ['0345540697']},,,,,,,,,,,,,,A Novel,"{'type': '/type/text', 'value': 'Source title: Crosstalk: A Novel'}",,,,,,,,,,,,,,,,,,,,,,,,,,
373,{'key': '/type/edition'},A lot like Christmas,[{'key': '/authors/OL20934A'}],2017,"['marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run06.mrc:49617129:3323', 'bwb:9780399182341', 'promise:bwb_daily_pallets_2022-03-17']",518.0,,['0399182349'],['9780399182341'],,A lot like Christmas,,[{'key': '/works/OL19721970W'}],/books/OL26935093M,['PS3573.I45652A6 2017'],"['urn:sfpl:31223123250590', 'urn:sfpl:31223123250632', 'urn:sfpl:31223123250640', 'urn:sfpl:31223123250574', 'urn:sfpl:31223123250582', 'urn:sfpl:31223123250707', 'urn:bwbsku:P7-BPS-978']",3,3,"{'type': '/type/datetime', 'value': '2019-05-24T00:25:33.035110'}","{'type': '/type/datetime', 'value': '2022-12-07T04:26:21.725505'}",9780399182341,,,"{'type': '/type/text', 'value': 'Collects twelve Christmas tales with a speculative twist, in an expanded edition of the author\'s ""Miracle and Other Christmas Stories."" --Publisher'}",,,['American Christmas stories'],[{'key': '/languages/eng'}],"xvii, 518 pages",,"Expanded, updated edition. 2017 Dey Rey trade paperback edition.",,nyu,Connie Willis,['969827003'],,"{'type': '/type/text', 'value': '""An expanded, updated edition of Connie Willis\'s beloved Miracle and other Christmas stories.""'}",,,,,,,"[{'level': 0, 'title': 'Miracle', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'All about Emily', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Inn', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'All seated on the ground', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': ""In Coppelius's toyshop"", 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Adaptation', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'deck.halls@boughs/holly', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': ""Cat's paw"", 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Now showing', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Newsletter', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Epiphany', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'Just like the ones we use to know', 'type': {'key': '/type/toc_item'}}, {'level': 0, 'title': 'A final word on the subject. An advent calendar of great Christmas movies to watch ; And a score of Christmas stories and poems to read after you\'ve gone to bed ; Plus a half-dozen shows you may not have seen that haven\'t succumbed to the ""Very-special-Christmas-episode"" syndrome.', 'type': {'key': '/type/toc_item'}}]",,,2017,,,,,,,,,,,,,,"['Miracle, and other Christmas stories']",,
374,{'key': '/type/edition'},A Lot Like Christmas: Stories,[{'key': '/authors/OL20934A'}],"Oct 10, 2017","['amazon:B01N6RFENJ', 'bwb:9780399182358']",545.0,['Del Rey'],['0399182357'],['9780399182358'],,,[8427723],[{'key': '/works/OL19191455W'}],/books/OL26775217M,,,2,2,"{'type': '/type/datetime', 'value': '2019-03-11T10:55:52.735679'}","{'type': '/type/datetime', 'value': '2022-06-18T16:52:22.590440'}",9780399182358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,{'key': '/type/edition'},Promised land,[{'key': '/authors/OL537877A'}],1997,"['ia:promisedland00feli', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:146105068:1451', 'marc:marc_loc_2016/BooksAll.2016.part25.utf8:97413192:676', 'amazon:0441004059', 'bwb:9780441004058']",362.0,['Ace Books'],['0441004059'],,,,[283615],[{'key': '/works/OL3289869W'}],/books/OL992943M,"['PS3566.E466 P76 1997', 'PS3556.E466 P76 1997', 'PS3566.E466P76 1997']",['urn:sfpl:31223043931923'],12,12,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-12-17T20:33:23.147077'}",9780441004058,"{'goodreads': ['890565'], 'librarything': ['115517']}",{},,['New York'],"['Willis, Connie.']",['Life on other planets -- Fiction.'],[{'key': '/languages/eng'}],362 p. ;,['813/.54'],1st ed.,['96031436'],nyu,"Cynthia Felice, Connie Willis.",,,,promisedland00feli,,,,['Ace science fiction'],,,,,,['IA123401'],['promisedland00feli'],,,,,,,,,,,,,,
376,{'key': '/type/edition'},Promised land,[{'key': '/authors/OL537877A'}],1998,"['ia:isbn_0441005438', 'bwb:9780441005437']",362.0,['Ace Books'],['0441005438'],['9780441005437'],,Promised land,[8016635],[{'key': '/works/OL17737103W'}],/books/OL26336504M,['PS3566.E466 P76 1997'],,2,2,"{'type': '/type/datetime', 'value': '2017-06-24T11:20:35.931042'}","{'type': '/type/datetime', 'value': '2022-12-17T20:24:41.295998'}",9780441005437,,,,['New York'],"['Willis, Connie']","['Life on other planets', 'Fiction']",[{'key': '/languages/eng'}],362 pages ;,['813/.54'],Ace mass market ed.,,nyu,"Cynthia Felice, Connie Willis",['39625001'],,,isbn_0441005438,,,,['Ace science fiction'],,,,,1997,,,,,,,,,,,,,,,,
377,{'key': '/type/edition'},Light raid,[{'key': '/authors/OL537877A'}],1989,"['amazon:0441483119', 'marc:marc_loc_2016/BooksAll.2016.part18.utf8:173363014:567', 'ia:lightraid0000feli', 'promise:bwb_daily_pallets_2020-07-22', 'bwb:9780441483112']",229.0,['Ace Books'],['0441483119'],,,,[8442151],[{'key': '/works/OL3289868W'}],/books/OL2052990M,"['PS3556.E466 L5 1989', 'PS3556.E466L5 1989']",['urn:bwbsku:P6-BXE-347'],10,10,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-12-17T15:27:53.718377'}",9780441483112,"{'goodreads': ['1381656'], 'librarything': ['115443']}",,,['New York'],"['Willis, Connie.']",,[{'key': '/languages/eng'}],229 p. ;,['813/.54'],"1st ed., May 1989",['88030853'],nyu,Cynthia Felice and Connie Willis.,['18589469'],,,lightraid0000feli,,,,,,,,,,,,,,,,,,,,,,,,,
378,{'key': '/type/edition'},Light Raid,"[{'key': '/authors/OL20934A'}, {'key': '/authors/OL537877A'}]",January 1996,,263.0,['Ace Books'],['0441483127'],['9780441483129'],,,,[{'key': '/works/OL14858389W'}],/books/OL7525863M,,,5,5,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2019-07-31T00:10:50.024950'}",9780441483129,"{'librarything': ['115443'], 'goodreads': ['209708']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,{'key': '/type/edition'},Water Witch,[{'key': '/authors/OL537877A'}],January 1982,"['marc:marc_loc_2016/BooksAll.2016.part34.utf8:80636420:771', 'promise:bwb_daily_pallets_2021-02-26', 'bwb:9780441873791']",,['Ace Books'],['0441873790'],['9780441873791'],,,,[{'key': '/works/OL3289871W'}],/books/OL7527189M,['CPB Box no. 2484 vol. 14'],['urn:bwbsku:O7-DCR-674'],8,8,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T12:46:31.499183'}",9780441873791,"{'goodreads': ['1381632'], 'librarything': ['158915']}",,,,['Connie Willis (Other Contributor)'],,[{'key': '/languages/eng'}],,,,['2006590520'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,{'key': '/type/edition'},Water Witch,"[{'key': '/authors/OL20934A'}, {'key': '/authors/OL537877A'}]",February 1984,,224.0,['Ace Books'],['0441873804'],['9780441873807'],,,,[{'key': '/works/OL14858399W'}],/books/OL7527190M,,,5,5,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2019-07-31T00:11:00.475954'}",9780441873807,"{'librarything': ['158915'], 'goodreads': ['387115']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,{'key': '/type/edition'},A Woman's Liberation,"[{'key': '/authors/OL20934A'}, {'key': '/authors/OL2696213A'}]","October 1, 2001",,320.0,['Aspect'],['0446677426'],['9780446677424'],,,[288178],[{'key': '/works/OL14914264W'}],/books/OL7538180M,,,6,6,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2010-08-06T01:41:23.498403'}",9780446677424,"{'goodreads': ['462255'], 'librarything': ['115196']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,A Choice of Futures by and About Women,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,{'key': '/type/edition'},Doomsday book,[{'key': '/authors/OL20934A'}],1992,,527.0,['New EnglishLibrary'],['0450579867'],,,,,[{'key': '/works/OL14858406W'}],/books/OL17434318M,,,5,5,"{'type': '/type/datetime', 'value': '2008-09-28T19:59:51.873233'}","{'type': '/type/datetime', 'value': '2011-04-29T23:59:59.565595'}",9780450579868,"{'goodreads': ['938335'], 'librarything': ['27022']}",,,['Sevenoaks'],,,[{'key': '/languages/eng'}],527p. ;,['813.54'],,,enk,Connie Willis.,['27107812'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,{'key': '/type/edition'},Doomsday book,[{'key': '/authors/OL20934A'}],1993,,650.0,['New English LIbrary'],['0450579875'],,,,,[{'key': '/works/OL14858406W'}],/books/OL17440174M,,,4,4,"{'type': '/type/datetime', 'value': '2008-09-28T20:28:11.275278'}","{'type': '/type/datetime', 'value': '2010-08-18T07:42:32.905789'}",9780450579875,"{'goodreads': ['938333'], 'librarything': ['27022']}",,,['Sevenoaks'],,,[{'key': '/languages/eng'}],650p. ;,['813.54'],,,enk,Connie Willis.,,,"{'type': '/type/text', 'value': 'Originally published: 1992.'}",,,,,,,,,,,,,,,,,,,,,,,,,,
384,{'key': '/type/edition'},Uncharted territory,[{'key': '/authors/OL20934A'}],1994,,224.0,['New English Library'],['0450617483'],,,,,[{'key': '/works/OL14858405W'}],/books/OL18205518M,,,5,5,"{'type': '/type/datetime', 'value': '2008-10-11T22:59:03.594770'}","{'type': '/type/datetime', 'value': '2011-04-27T00:23:42.727713'}",9780450617485,"{'librarything': ['46097'], 'goodreads': ['938338']}",,,['London'],,,[{'key': '/languages/eng'}],(224)p. ;,['813.54'],,,enk,Connie Willis.,['32202092'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,{'key': '/type/edition'},Lincoln's dreams,[{'key': '/authors/OL20934A'}],1987,"['marc:marc_loc_2016/BooksAll.2016.part17.utf8:67354347:839', 'bwb:9780553051971']",212.0,['Bantam'],['0553051970'],,,,,[{'key': '/works/OL14858400W'}],/books/OL2741653M,"['PS3573.I45652 L5 1987', 'PS3573.I45652L5 1987']",,7,7,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2021-10-08T05:37:34.104946'}",9780553051971,"{'librarything': ['51303'], 'goodreads': ['1381690']}",,,"['Toronto', 'New York']",,"['United States -- History -- Civil War, 1861-1865 -- Fiction.']",[{'key': '/languages/eng'}],212 p. ;,['813/.54'],,['86047886'],onc,Connie Willis.,['14718938'],,,,,,,,,,,,,,,,['United States'],,,,,,,,,,,"['Civil War, 1861-1865']",
386,{'key': '/type/edition'},Doomsday book,[{'key': '/authors/OL20934A'}],1992,"['marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:92977785:2022', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:29110518:2915', 'amazon:0553081314', 'amazon:0553351672', 'marc:marc_loc_2016/BooksAll.2016.part21.utf8:27537313:751', 'ia:doomsdaybook0000will', 'promise:bwb_daily_pallets_2021-06-15']",445.0,['Bantam Books'],"['0553351672', '0553081314']",,,,[369478],[{'key': '/works/OL14858406W'}],/books/OL1561481M,['PS3573.I45652 D66 1992'],"['urn:phillips:31867001019210', 'urn:sfpl:31223107158306', 'urn:sfpl:31223107158181', 'urn:sfpl:31223107158298', 'urn:sfpl:31223085865898', 'urn:sfpl:31223107158314', 'urn:sfpl:31223085865906', 'urn:sfpl:31223107158173', 'urn:bwbsku:390-BAC-615']",12,12,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-12-08T07:59:46.375855'}",9780553081312,"{'goodreads': ['1119222', '1119221'], 'librarything': ['27022']}",,,['New York'],,"['Middle Ages -- Fiction.', 'Black Death -- Fiction.', 'Time travel -- Fiction.', 'Europe -- History -- 476-1492 -- Fiction.']",[{'key': '/languages/eng'}],445 p. ;,['813/.54'],,['91042819'],nyu,Connie Willis.,,,,doomsdaybook0000will,,,,,,,,['Fiction.'],,,,,['Europe'],,,,,,,,,,,['476-1492'],
387,{'key': '/type/edition'},"To say nothing of the dog, or, How we found the bishop's bird stump at last",[{'key': '/authors/OL20934A'}],1997,"['marc:marc_records_scriblio_net/part26.dat:125017122:1057', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:18869547:1575', 'ia:tosaynothingofdo00will', 'ia:tosaynothingofdo00will', 'ia:tosaynothingdog00will', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:155616561:2593', 'ia:tosaynothingdog00will_632', 'marc:marc_loc_2016/BooksAll.2016.part26.utf8:47816810:1057', 'bwb:9780553099959', 'ia:tosaynothingofdo0000will', 'promise:bwb_daily_pallets_2022-03-17', 'marc:marc_nuls/NULS_PHC_180925.mrc:337982165:985']",434.0,['Bantam Books'],['0553099957'],,,,[367993],[{'key': '/works/OL14858392W'}],/books/OL670102M,"['PS3573.I45652 T6 1997', 'PS3573.I45652T6 1997']","['urn:sfpl:31223085865641', 'urn:sfpl:31223084634998', 'urn:sfpl:31223074563900', 'urn:sfpl:31223085865666', 'urn:sfpl:31223084635110', 'urn:sfpl:31223085865658', 'urn:bwbsku:T2-BYB-380', 'urn:nuls:31786101038252']",20,20,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2023-03-08T17:23:38.140930'}",9780553099959,"{'librarything': ['26773'], 'goodreads': ['824657'], 'wikidata': ['Q104032299']}",,,['New York'],,['Time travel -- Fiction'],[{'key': '/languages/eng'}],434 p. ;,['813/.54'],,['97016002'],nyu,Connie Willis.,['36954540'],,,tosaynothingofdo00will,,,,['A Bantam spectra book'],,,,,,['IA138118'],,,,"['http://www.loc.gov/catdir/bios/random057/97016002.html', 'http://www.loc.gov/catdir/samples/random043/97016002.html', 'http://www.loc.gov/catdir/description/random046/97016002.html']","['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random057/97016002.html', 'http://www.loc.gov/catdir/samples/random043/97016002.html', 'http://www.loc.gov/catdir/description/random046/97016002.html']",,"['To say nothing of the dog', ""How we found the bishop's bird stump at last""]",,,,,,,
388,{'key': '/type/edition'},"Miracle, and other Christmas stories",[{'key': '/authors/OL20934A'}],1999,"['ia:miracleotherchri00will', 'amazon:0553111116', 'marc:marc_loc_2016/BooksAll.2016.part27.utf8:225347275:1102']",328.0,['Bantam Books'],['0553111116'],,,,"[6697048, 368235]",[{'key': '/works/OL14858396W'}],/books/OL33235M,['PS3573.I45652 M57 1999'],,15,15,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2020-11-30T10:58:59.799972'}",9780553111118,"{'librarything': ['123419'], 'goodreads': ['1381631']}",,,['New York'],,"['Christmas stories, American']",[{'key': '/languages/eng'}],328 p. ;,['813/.54'],,['99015686'],nyu,Connie Willis.,['41380333'],,,miracleotherchri00will,,,,['A Bantam spectra book'],,"[{'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Miracle'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Inn'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': ""In Coppelius's toyshop""}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'The pony'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Adaptation'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': ""Cat's paw""}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Newsletter'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Epiphany'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'A final word'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'Twelve terrific things to read at Christmas'}, {'level': 0, 'type': {'key': '/type/toc_item'}, 'title': 'And twelve to watch.'}]",,,,['IA138102'],,,,"['http://www.loc.gov/catdir/bios/random059/99015686.html', 'http://www.loc.gov/catdir/samples/random042/99015686.html', 'http://www.loc.gov/catdir/description/random046/99015686.html']","['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random059/99015686.html', 'http://www.loc.gov/catdir/samples/random042/99015686.html', 'http://www.loc.gov/catdir/description/random046/99015686.html']",,['Miracle'],,,,,,,
389,{'key': '/type/edition'},Passage,[{'key': '/authors/OL20934A'}],2001,"['marc:marc_loc_2016/BooksAll.2016.part01.utf8:48990020:845', 'amazon:0553111248']",594.0,['Bantam Books'],['0553111248'],,,,[368239],[{'key': '/works/OL14858401W'}],/books/OL6796469M,['PS3573.I45652 P3 2001'],,8,8,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-11-15T07:15:54.094106'}",9780553111248,"{'librarything': ['42444'], 'goodreads': ['1062217']}",,,['New York'],,['Near-death experiences -- Fiction.'],[{'key': '/languages/eng'}],594 p. ;,['813/.54'],,['00068052'],nyu,Connie Willis.,,,,,,,,,,,,['Fiction.'],,,,,,"['http://www.loc.gov/catdir/bios/random052/00068052.html', 'http://www.loc.gov/catdir/samples/random042/00068052.html', 'http://www.loc.gov/catdir/description/random046/00068052.html']","['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random052/00068052.html', 'http://www.loc.gov/catdir/samples/random042/00068052.html', 'http://www.loc.gov/catdir/description/random046/00068052.html']",,,,,,,,,
390,{'key': '/type/edition'},Fire Watch,[{'key': '/authors/OL20934A'}],"April 1, 1998",,288.0,['Spectra'],['0553260456'],['9780553260458'],Mass Market Paperback,,[368729],[{'key': '/works/OL14858403W'}],/books/OL7822968M,,,6,6,"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}","{'type': '/type/datetime', 'value': '2010-08-06T07:01:29.592854'}",9780553260458,"{'goodreads': ['24986'], 'librarything': ['111']}",,,,,"['Modern fiction', 'Science Fiction', 'Fiction', 'Fiction - Science Fiction', 'Fantasy - General', 'Science Fiction - General', 'Fiction / Fantasy / General', 'Science fiction, American']",[{'key': '/languages/eng'}],,,,,,,,,,,5 ounces,6.8 x 4.2 x 0.9 inches,,,,,,,,,,,,,,,,,,,,,,,
391,{'key': '/type/edition'},Lincoln's Dreams,[{'key': '/authors/OL20934A'}],"June 1, 1992",,228.0,['Spectra'],['0553270257'],['9780553270259'],Mass Market Paperback,,[368834],[{'key': '/works/OL14858400W'}],/books/OL7823724M,,,6,6,"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}","{'type': '/type/datetime', 'value': '2010-08-06T07:02:12.636137'}",9780553270259,"{'goodreads': ['24980'], 'librarything': ['51303']}",,,,,"['Science Fiction - General', 'Fiction / Science Fiction / General', 'Fiction - Science Fiction']",[{'key': '/languages/eng'}],,,,,,,,,,,5 ounces,6.8 x 4.2 x 0.8 inches,,,,,,,,,,,,,,,,,,,,,,,
392,{'key': '/type/edition'},Doomsday book,[{'key': '/authors/OL20934A'}],1992,"['marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:92977785:2022', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:29110518:2915', 'amazon:0553081314', 'amazon:0553351672', 'marc:marc_loc_2016/BooksAll.2016.part21.utf8:27537313:751', 'ia:doomsdaybook0000will', 'promise:bwb_daily_pallets_2021-06-15']",445.0,['Bantam Books'],"['0553351672', '0553081314']",,,,[369478],[{'key': '/works/OL14858406W'}],/books/OL1561481M,['PS3573.I45652 D66 1992'],"['urn:phillips:31867001019210', 'urn:sfpl:31223107158306', 'urn:sfpl:31223107158181', 'urn:sfpl:31223107158298', 'urn:sfpl:31223085865898', 'urn:sfpl:31223107158314', 'urn:sfpl:31223085865906', 'urn:sfpl:31223107158173', 'urn:bwbsku:390-BAC-615']",12,12,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-12-08T07:59:46.375855'}",9780553351675,"{'goodreads': ['1119222', '1119221'], 'librarything': ['27022']}",,,['New York'],,"['Middle Ages -- Fiction.', 'Black Death -- Fiction.', 'Time travel -- Fiction.', 'Europe -- History -- 476-1492 -- Fiction.']",[{'key': '/languages/eng'}],445 p. ;,['813/.54'],,['91042819'],nyu,Connie Willis.,,,,doomsdaybook0000will,,,,,,,,['Fiction.'],,,,,['Europe'],,,,,,,,,,,['476-1492'],
